cell_label,x,y,z,parcellation_index,analysis_region,cluster_alias,average_correlation_score
1017092617102000221-1,7.062042188268896,3.951911015094285,4.069042845462995,723,PVN_PVH,5283,0.519452169730185
1017092617101990511-1,7.024801076002825,4.213682032061599,3.705878310172382,723,PVN_PVH,5283,0.62429543985781
1017092617102530211,7.066509910765385,4.737518549178372,6.936929857537407,723,PVN_PVH,5283,0.609610242178194
1017092617102240251,6.998809768972058,4.613715216854255,4.203751843633317,723,PVN_PVH,5283,0.538893297676582
1017092617102240233,7.01972899361371,4.497183010055919,4.5132014460602905,723,PVN_PVH,5283,0.64924712307148
1017092617102310046-1,7.180122902372736,3.89813961952074,7.903870912881248,723,PVN_PVH,5283,0.515012032401394
1017092617102310151-1,7.168221301626675,4.001618727653918,7.856325628542999,723,PVN_PVH,5283,0.523137644674309
1017092617101890267,7.377087688431466,2.717928926784509,10.530740545994858,725,PVN_PVH,5283,0.686498058081497
1017092617101650502-1,7.393008680593105,2.5231277971499964,10.399452165858175,725,PVN_PVH,5283,0.535579282047343
1017092617102250389,7.008600418198803,4.629302254981113,4.590990001458323,723,PVN_PVH,5283,0.504311076329692
1017092617101990413-1,7.041750233947352,4.100800268606869,3.8927858339026336,723,PVN_PVH,5283,0.503276431085195
1017092617101990116-1,7.067080578103034,3.8419336992688167,3.8604169661851255,723,PVN_PVH,5283,0.55300706782997
1017092617101750366,7.088169331634423,3.590820206753838,3.710427302335784,723,PVN_PVH,5283,0.507585817797544
1017092617102070351,7.19495849580934,3.65394090071003,7.564846307700123,723,PVN_PVH,5283,0.523499396129335
1017092617101900142,7.382493270238058,2.674492587564084,10.564661568260911,725,PVN_PVH,5283,0.529690135615535
1017092617101900512,7.354739583435877,2.9798561473203256,10.675241525278468,725,PVN_PVH,5283,0.636440475507305
1017092617102070298,7.21547126022903,3.525734939410507,7.820125009711276,723,PVN_PVH,5283,0.564781783095531
1017092617102240083,7.016790103547213,4.409659371644537,4.110568285722133,723,PVN_PVH,5283,0.647920225309161
1017092617102240151,7.0209712921227165,4.437415424220841,4.348894682144862,723,PVN_PVH,5283,0.548550427499949
1017092617101750607,7.075031411347746,3.751566114902552,3.818753077847089,723,PVN_PVH,5283,0.539901164344166
1104095349101430508,6.828008074255134,4.484606144983759,4.105912538978451,723,PVN_PVH,5283,0.680582282061847
1104095349101420530,6.814734192223462,4.629144551121711,4.153583024344243,723,PVN_PVH,5283,0.520808969852636
1104095349101430322,6.867809742599372,4.028948204131932,3.88602257552778,723,PVN_PVH,5283,0.513939658966695
