source,target,interaction_name,interaction_name_2,ligand,receptor,pathway_name,annotation,prob_young,pval_young,prob_aged,pval_aged,delta_prob,region,microglia_involved,direction
GABAergic_Neuron,Microglia,GDF11_TGFBR1_ACVR2A,Gdf11  - (Tgfbr1+Acvr2a),Gdf11,TGFBR1_ACVR2A,GDF,Secreted Signaling,0.0036939715114281,0.0,0.0,1.0,-0.0036939715114281,DMH,True,Microglia_incoming
GABAergic_Neuron,Microglia,GRN_SORT1,Grn  - Sort1,Grn,Sort1,GRN,Secreted Signaling,0.0,1.0,0.0036171831672217,0.0,0.0036171831672217,DMH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,GRN_SORT1,Grn  - Sort1,Grn,Sort1,GRN,Secreted Signaling,0.0,1.0,0.0034166170182585,0.0,0.0034166170182585,DMH,True,Microglia_incoming
GABAergic_Neuron,Microglia,JAM3_ITGAM_ITGB2,Jam3  - (Itgam+Itgb2),Jam3,ITGAM_ITGB2,JAM,Cell-Cell Contact,0.034055501254749,0.0,0.0371931560517388,0.0,0.003137654796989797,DMH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,GDF11_TGFBR1_ACVR2A,Gdf11  - (Tgfbr1+Acvr2a),Gdf11,TGFBR1_ACVR2A,GDF,Secreted Signaling,0.0030366065620014,0.0,0.0,1.0,-0.0030366065620014,DMH,True,Microglia_incoming
Microglia,Glutamatergic_Neuron,PTPRM_PTPRM,Ptprm  - Ptprm,Ptprm,Ptprm,PTPRM,Cell-Cell Contact,0.035161209747243,0.02,0.0381159820008621,0.0,0.0029547722536190993,DMH,True,Microglia_outgoing
Glutamatergic_Neuron,Microglia,PTPRM_PTPRM,Ptprm  - Ptprm,Ptprm,Ptprm,PTPRM,Cell-Cell Contact,0.035161209747243,0.02,0.0381159820008621,0.0,0.0029547722536190993,DMH,True,Microglia_incoming
Microglia,Microglia,JAM2_JAM2,Jam2  - Jam2,Jam2,Jam2,JAM,Cell-Cell Contact,0.0,1.0,0.0026832610014638,0.0,0.0026832610014638,DMH,True,Microglia_autocrine
Microglia,GABAergic_Neuron,PTPRM_PTPRM,Ptprm  - Ptprm,Ptprm,Ptprm,PTPRM,Cell-Cell Contact,0.0587474952799813,0.0,0.0562291813114158,0.0,-0.0025183139685655,DMH,True,Microglia_outgoing
GABAergic_Neuron,Microglia,PTPRM_PTPRM,Ptprm  - Ptprm,Ptprm,Ptprm,PTPRM,Cell-Cell Contact,0.0587474952799813,0.0,0.0562291813114158,0.0,-0.0025183139685655,DMH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,TGFB2_ACVR1_TGFBR1,Tgfb2  - (Acvr1+Tgfbr1),Tgfb2,ACVR1_TGFbR,TGFb,Secreted Signaling,0.0081879333746509,0.0,0.0057027752829919,0.0,-0.002485158091659,DMH,True,Microglia_incoming
