"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type"
0.00284383955463155,-0.265172389459207,0.542,0.646,1,"Fli1","Microglia"
0.00284529682188633,-0.273728687593851,0.174,0.252,1,"Ccdc12","Microglia"
0.0028623029817152,-0.64424860025844,0.062,0.108,1,"Knop1","Microglia"
0.00287736212081355,1.03630047857091,0.118,0.066,1,"Sh3bgrl3","Microglia"
0.00288783898690972,0.799639553066549,0.251,0.184,1,"Rabac1","Microglia"
0.00289684206037619,-0.550277338735849,0.104,0.163,1,"Cnrip1","Microglia"
0.00290426309289531,-0.355533106040263,0.158,0.231,1,"3110082I17Rik","Microglia"
0.00293711728725413,-0.608492612738081,0.176,0.241,1,"Rgl1","Microglia"
0.00296680376231302,-0.935857296310731,0.059,0.104,1,"H2-T24","Microglia"
0.00298120713116927,-0.748134422633695,0.058,0.104,1,"Setd1b","Microglia"
0.00301109850818378,-0.490310888867493,0.072,0.123,1,"Parp6","Microglia"
0.0030324575897488,-0.395349685718137,0.09,0.146,1,"Bicral","Microglia"
0.0030477872676057,-0.637689612289568,0.101,0.156,1,"Acox1","Microglia"
0.00306512412848599,-0.424340384528911,0.143,0.208,1,"Sclt1","Microglia"
0.00307208324770272,-0.531728603610482,0.154,0.222,1,"Pycard","Microglia"
0.00308421633872634,-0.686055276590476,0.061,0.106,1,"Nup160","Microglia"
0.00308581163901913,1.13420345392933,0.106,0.057,1,"Cox6b1","Microglia"
0.00309499553945769,0.822708767136222,0.136,0.08,1,"Rps23","Microglia"
0.00311811164255199,-0.523380658515058,0.151,0.217,1,"Lars","Microglia"
0.00316060458129198,-0.388075985834184,0.166,0.236,1,"Gspt1","Microglia"
0.00316528802816408,-0.534828466997774,0.1,0.156,1,"Zswim8","Microglia"
0.00318229670080958,1.10431601597852,0.173,0.116,1,"Lrpap1","Microglia"
0.00318241575320358,0.92408135107605,0.214,0.156,1,"Cd14","Microglia"
0.00320682785130925,-0.761432409199757,0.08,0.13,1,"Actn4","Microglia"
0.00321657749637486,-0.295608266782313,0.262,0.34,1,"Larp1","Microglia"
0.00324352068502105,-0.258288655308423,0.174,0.25,1,"Pik3cg","Microglia"
0.00326019151255078,-0.512387683128371,0.211,0.281,1,"Hspa4","Microglia"
0.00327065676334727,0.892822005380165,0.231,0.165,1,"Nrg3","Microglia"
0.00329576515158327,-0.402436297759833,0.19,0.262,1,"Ccnl1","Microglia"
0.00331940064183183,0.813530749751851,0.269,0.2,1,"Pcdh9","Microglia"
0.00332200749761468,0.97530465857359,0.169,0.111,1,"Cd48","Microglia"
0.00333087797499679,-0.660816893003769,0.073,0.123,1,"Supt6","Microglia"
0.00334206900136539,-0.707434344265757,0.091,0.144,1,"Dync1li2","Microglia"
0.00337473056727966,-0.335712200726352,0.195,0.267,1,"Slf2","Microglia"
0.00338453159428031,-0.366892362973456,0.199,0.271,1,"Atp13a3","Microglia"
0.0033846569465742,0.498972832925771,0.508,0.488,1,"Tcf12","Microglia"
0.00342986835170938,-0.9578630627614,0.062,0.106,1,"Xrcc6","Microglia"
0.00343905099733928,-0.260576278403045,0.203,0.278,1,"Riok3","Microglia"
0.00344420292331125,-0.619323935684318,0.079,0.13,1,"Gm12185","Microglia"
0.00345771579910775,-0.365299814532,0.076,0.127,1,"Arpp19","Microglia"
0.00347342567652009,-0.354790566464774,0.14,0.205,1,"Casd1","Microglia"
0.00347555904601039,-0.323441395993314,0.292,0.377,1,"Golm1","Microglia"
0.00351883178504013,-0.581045673000065,0.08,0.13,1,"Agl","Microglia"
0.00352250769202624,-0.542261600179633,0.083,0.134,1,"Liph","Microglia"
0.0035673773233907,-0.390100099915837,0.174,0.243,1,"Copa","Microglia"
0.00357248844488222,-0.532815861190846,0.142,0.203,1,"Synrg","Microglia"
0.00362830130013944,-0.753003580633296,0.107,0.163,1,"Dicer1","Microglia"
0.00363536630251896,0.85145525601773,0.149,0.092,1,"Zbtb7a","Microglia"
0.00364282713699945,-0.483734014223067,0.127,0.191,1,"Ucp2","Microglia"
0.00367777858444226,-0.884464580755848,0.073,0.12,1,"Ctnnal1","Microglia"
0.00369285086027536,-0.318948464655971,0.239,0.323,1,"Abl1","Microglia"
0.0036942475414747,-0.279888502008428,0.156,0.226,1,"Dhx15","Microglia"
0.00370864858590387,-0.327043583948012,0.313,0.401,1,"Prrc2c","Microglia"
0.0037323125789506,1.06441800977411,0.119,0.068,1,"Uqcrh","Microglia"
0.00374043983090513,-0.381898427677955,0.259,0.337,1,"Itgb1","Microglia"
0.00375648112030394,-0.605391241717732,0.085,0.137,1,"Vps29","Microglia"
0.00376678191540295,-0.721299410813362,0.1,0.153,1,"Jpt1","Microglia"
0.00378355792209007,-0.392151927347416,0.079,0.13,1,"Wdr82","Microglia"
0.00382205123180379,-0.697832489034786,0.088,0.139,1,"Ccdc82","Microglia"
0.00382946609979684,-0.54606336132676,0.094,0.149,1,"Zfp810","Microglia"
0.00383727454616381,-0.275793227387424,0.187,0.262,1,"Snhg20","Microglia"
0.00388640141911782,-0.596273953054958,0.065,0.111,1,"Tatdn3","Microglia"
0.00390417440271445,-0.524071598639338,0.059,0.104,1,"Puf60","Microglia"
0.00390869668976606,-0.630331778955054,0.125,0.182,1,"Trp53bp1","Microglia"
0.00392611878413085,-0.901699356785475,0.064,0.108,1,"Aimp1","Microglia"
0.00396251116517664,-0.619117270216925,0.084,0.134,1,"Anapc4","Microglia"
0.00399663462846649,-0.677684494651391,0.108,0.163,1,"Safb","Microglia"
0.00402904070856641,0.6896665461018,0.332,0.271,1,"Selenop","Microglia"
0.0040323590118285,1.16437488002049,0.121,0.071,1,"Fkbp1a","Microglia"
0.0040556113378626,-0.381216009262248,0.317,0.406,1,"Lrba","Microglia"
0.0040620876600803,-0.353508901969917,0.214,0.288,1,"Cnot1","Microglia"
0.00406757913207101,1.1706895910905,0.109,0.061,1,"Nsg1","Microglia"
0.00411774725187043,-0.561327289092817,0.08,0.13,1,"Atp5o","Microglia"
0.00412121715943889,-0.605102683447828,0.059,0.104,1,"Actr8","Microglia"
0.00412761354265856,-0.271627847074627,0.351,0.439,1,"Irf2","Microglia"
0.0041327228619311,-0.648802126824514,0.058,0.101,1,"Trappc11","Microglia"
0.0041490888154095,1.08336058272247,0.151,0.097,1,"Arl6ip5","Microglia"
0.0041522913121462,1.16484948836682,0.106,0.059,1,"Gt(ROSA)26Sor","Microglia"
0.00416748805137056,-0.679101650881631,0.12,0.177,1,"Klhl2","Microglia"
0.00416859044777493,1.84681338105477,0.132,0.083,1,"Pde7b","Microglia"
0.00418298926019979,-0.678829376016346,0.069,0.116,1,"Fam53b","Microglia"
0.00418822788281723,-0.501126898201795,0.124,0.184,1,"Tmem68","Microglia"
0.00420243844287084,-0.285191715005515,0.224,0.302,1,"4732471J01Rik","Microglia"
0.00422076115122166,-0.524178194957925,0.11,0.167,1,"Ing4","Microglia"
0.00425255781245116,-0.305159359304927,0.173,0.243,1,"Fam120b","Microglia"
0.00426079477753858,-0.298445230044478,0.109,0.167,1,"Map3k7","Microglia"
0.0042728711622965,-0.322720226456201,0.288,0.366,1,"Ep300","Microglia"
0.00429374695066114,-0.587699359095556,0.108,0.163,1,"Akap11","Microglia"
0.00429675632723085,0.519453248576944,0.473,0.425,1,"Ifngr1","Microglia"
0.00431947211039895,-0.410073815142154,0.085,0.137,1,"Rilpl1","Microglia"
0.00434722758792299,-0.645018926906197,0.074,0.123,1,"Mtpap","Microglia"
0.00435080779437664,0.776190893486378,0.188,0.127,1,"Atraid","Microglia"
0.00437732885473675,-0.301408342102356,0.26,0.342,1,"Morc3","Microglia"
0.00438786960088751,-0.258330390441016,0.332,0.425,1,"Nktr","Microglia"
0.00439590348041602,-0.266813250242873,0.221,0.302,1,"Tgfb1","Microglia"
0.00439922220131345,-0.555567793483532,0.086,0.137,1,"Gga3","Microglia"
0.0044051913238139,-0.418199544011847,0.072,0.12,1,"Snx4","Microglia"
0.00441503221508352,-0.450989731757423,0.082,0.132,1,"Trmt1","Microglia"
0.0044542159437202,-0.549563341101973,0.086,0.137,1,"Rnf103","Microglia"
0.004474452166418,-0.383072932042764,0.252,0.323,1,"Mdm4","Microglia"
0.00448013120473022,-0.475342193158048,0.096,0.149,1,"Golga1","Microglia"
0.0044989915680159,-0.319445743232222,0.186,0.257,1,"Chic2","Microglia"
0.00454294434468176,-0.251992146972004,0.427,0.521,1,"Parp8","Microglia"
0.00455135834218533,-0.63325548476922,0.066,0.111,1,"Ric3","Microglia"
0.00457907592495206,-0.418717322760463,0.18,0.25,1,"Acvr1","Microglia"
0.00462322157798592,-0.255789022760166,0.418,0.507,1,"Tmem135","Microglia"
0.00462382051437754,-0.411586120865916,0.154,0.222,1,"Snap23","Microglia"
0.00465714861925504,-0.660508325507117,0.083,0.132,1,"Limk1","Microglia"
0.00469883905463413,-0.335202065667918,0.294,0.373,1,"Wac","Microglia"
0.00470386614353253,-0.418155858094341,0.125,0.184,1,"Zfp157","Microglia"
0.00473526986876943,-0.715656081235636,0.08,0.127,1,"Abraxas2","Microglia"
0.00477627967854958,-0.329430813477274,0.177,0.245,1,"St13","Microglia"
0.00478764818367077,0.615826102896001,0.285,0.222,1,"Reep5","Microglia"
0.00480098915183629,1.31615358100655,0.107,0.061,1,"Dbi","Microglia"
0.0048216597685683,-0.466143429833256,0.14,0.2,1,"Ctif","Microglia"
0.00483735261673026,-0.677197589149348,0.099,0.151,1,"Fam114a2","Microglia"
0.00486403650285921,1.1620928474662,0.1,0.054,1,"Adprh","Microglia"
0.0049225791978441,-0.45474248841969,0.157,0.219,1,"Spast","Microglia"
0.00492611405980977,-0.39486755402536,0.113,0.17,1,"Zfp1","Microglia"
0.00494501735958621,-0.32861505764107,0.229,0.304,1,"Dnajc7","Microglia"
0.00497929840878792,-0.257784354398787,0.332,0.42,1,"Zmym4","Microglia"
0.00499396821627471,-0.392001203874339,0.236,0.309,1,"Nbeal1","Microglia"
0.00500507159524196,1.05513298482123,0.142,0.09,1,"Fam69a","Microglia"
0.00501940273321617,0.950171665909384,0.163,0.108,1,"Hacd2","Microglia"
0.00505951734406926,-0.356991520384805,0.11,0.167,1,"Slc20a2","Microglia"
0.00511131095233131,-0.821782070811142,0.079,0.125,1,"Uchl5","Microglia"
0.00511225305145139,-0.304483986732059,0.169,0.236,1,"Rc3h2","Microglia"
0.00513329858722794,-0.655491945491836,0.063,0.106,1,"Rab2b","Microglia"
0.00514088208127521,-0.467783733846582,0.064,0.108,1,"Ppp1r11","Microglia"
0.00516805569471179,-0.351358358704348,0.231,0.304,1,"Pias2","Microglia"
0.00517244914588743,-0.312775173238796,0.275,0.356,1,"Btbd1","Microglia"
0.00519843372627719,-0.491196876636557,0.151,0.212,1,"Dnaja2","Microglia"
0.00520718898348086,-0.342428216478953,0.244,0.316,1,"Zmym2","Microglia"
0.00525669280204487,-0.560652574057858,0.11,0.165,1,"Slc12a6","Microglia"
0.00526323692624798,-0.253128676520972,0.276,0.368,1,"AU020206","Microglia"
0.0052992803122094,-0.614656040945407,0.077,0.125,1,"Sympk","Microglia"
0.00530429729506661,0.87341812034035,0.204,0.146,1,"Oaz1","Microglia"
0.00533196653480479,-0.671534786188804,0.117,0.17,1,"Jade2","Microglia"
0.00533201079931814,-0.512983598395047,0.097,0.149,1,"Psmd7","Microglia"
0.00534876252776388,-0.383339754909083,0.169,0.236,1,"Pebp1","Microglia"
0.00536101635445864,-0.730160170013877,0.069,0.113,1,"Klhl3","Microglia"
0.00536281035962264,1.52507387873575,0.101,0.057,1,"Aes","Microglia"
0.00537983349040156,-0.389175851398598,0.132,0.191,1,"Acvr2a","Microglia"
0.00539033459455236,-0.674567348890191,0.07,0.116,1,"Prorsd1","Microglia"
0.00543421771337593,-0.381173964140004,0.186,0.255,1,"Nck1","Microglia"
0.00546567518559022,-0.560811854234149,0.105,0.158,1,"St5","Microglia"
0.00553582750256358,-0.582401708057236,0.154,0.215,1,"Psmd11","Microglia"
0.00556482498968656,-0.350544257042147,0.171,0.241,1,"Sec14l1","Microglia"
0.00558223983036543,-0.251657126627954,0.498,0.592,1,"Tacc1","Microglia"
0.00558452420362381,-0.50367763667249,0.072,0.118,1,"Tcp1","Microglia"
0.00558870847455479,-0.335099904016603,0.307,0.387,1,"Zmynd8","Microglia"
0.00559004330496065,-0.413682558942918,0.064,0.108,1,"Zfp74","Microglia"
0.00559637060436773,0.996233254270041,0.211,0.158,1,"Caly","Microglia"
0.00561841625923785,-0.401347547614947,0.114,0.17,1,"Sall3","Microglia"
0.00562569001104813,-0.282729979371142,0.263,0.344,1,"Slmap","Microglia"
0.00574881874348594,-0.552181141290604,0.113,0.167,1,"Hbs1l","Microglia"
0.00577292036867312,-0.397045431250119,0.116,0.172,1,"Gpatch2","Microglia"
0.00587143037115133,-0.337057914391285,0.108,0.165,1,"Zeb2os","Microglia"
0.00592709977695517,-0.917289760035534,0.066,0.108,1,"Nup88","Microglia"
0.00595354195946976,-0.58563399920808,0.131,0.189,1,"Traf5","Microglia"
0.00595957632628553,-0.573150574116671,0.093,0.144,1,"Thumpd3","Microglia"
0.0060167746417022,-0.420980862298585,0.237,0.302,1,"Hook3","Microglia"
0.00602029389280481,-0.641548749936224,0.125,0.179,1,"Zc3h14","Microglia"
0.00609080480008958,-0.417297809376528,0.122,0.179,1,"Spata13","Microglia"
0.00611678507654593,1.2833358844258,0.109,0.064,1,"Sp100","Microglia"
0.00612023906029537,-0.693691927346369,0.062,0.104,1,"Wbp11","Microglia"
0.00612370062159632,1.12810529592989,0.104,0.059,1,"Tuba1b","Microglia"
0.0061646294555848,-0.316976549076179,0.24,0.314,1,"Ppt1","Microglia"
0.00616593013600217,-0.571958090913344,0.149,0.21,1,"Nemf","Microglia"
0.00617261647425307,0.811049886555486,0.204,0.146,1,"Atpif1","Microglia"
0.00617560680834813,1.25373780425079,0.105,0.061,1,"Ptafr","Microglia"
0.00620683554345763,-0.59724315892895,0.081,0.127,1,"Smarcb1","Microglia"
0.00622711591276903,-0.759331873091352,0.062,0.104,1,"Patl1","Microglia"
0.00626989951440956,-0.682171461444935,0.085,0.132,1,"Ice1","Microglia"
0.00627686854718511,-0.295730527892778,0.253,0.33,1,"Crebrf","Microglia"
0.00635701920304792,1.20832609194664,0.101,0.057,1,"Syt4","Microglia"
0.00635718910965372,-0.454906034193512,0.131,0.189,1,"Rars2","Microglia"
0.0063754858561131,-0.318133626027389,0.243,0.321,1,"Zkscan3","Microglia"
0.00638959884103233,-0.484707447305639,0.142,0.2,1,"Rab11fip2","Microglia"
0.0063923105480199,-0.668661325625324,0.134,0.189,1,"Mafg","Microglia"
0.00642740747780308,1.34393079713333,0.146,0.097,1,"Xylt1","Microglia"
0.00643077247707416,-0.297640193826649,0.433,0.507,1,"Ppp1r12a","Microglia"
0.00645150897393425,0.652540567943877,0.212,0.149,1,"Adgrb3","Microglia"
0.00645186472124703,0.981597253756572,0.21,0.156,1,"Man2a1","Microglia"
0.00645384483964933,-0.406002814505665,0.143,0.2,1,"Gabbr1","Microglia"
0.00654947169267793,-0.650734236284686,0.073,0.118,1,"Gtf3c1","Microglia"
0.00655240504819719,-0.666454786463166,0.121,0.175,1,"Fam76b","Microglia"
0.00657486161727144,-0.406113199343169,0.074,0.12,1,"Exoc1","Microglia"
0.00659482554265936,-0.497977562909762,0.1,0.151,1,"Yeats2","Microglia"
0.00661731360558206,-0.533949201482035,0.104,0.156,1,"Atm","Microglia"
0.00667895761124821,-0.595095803000599,0.136,0.191,1,"Ttc19","Microglia"
0.00670965746257481,1.02550809589853,0.125,0.078,1,"Marc2","Microglia"
0.00670996200044612,-0.628308592416597,0.116,0.167,1,"Ccdc58","Microglia"
0.00674135110242506,0.955310555627219,0.166,0.111,1,"Ptma","Microglia"
0.0067831600782152,0.929530886657719,0.134,0.085,1,"Hip1","Microglia"
0.00686307176907276,-0.578371881084115,0.102,0.153,1,"Rbpms","Microglia"
0.00689090956873622,-0.568710462184745,0.062,0.104,1,"Lsg1","Microglia"
0.0069177497182105,-0.445075400129925,0.098,0.149,1,"Setd7","Microglia"
0.00697849532886734,1.10040114007189,0.111,0.066,1,"Fam174a","Microglia"
0.00701847555981162,-0.482066820714081,0.094,0.144,1,"Nek1","Microglia"
0.00703139396516134,0.568570708547723,0.376,0.328,1,"Gnas","Microglia"
0.00706791477799445,-0.383715024153349,0.094,0.146,1,"Rubcnl","Microglia"
0.00709509606624606,1.15470195849713,0.131,0.083,1,"Myl6","Microglia"
0.00711975699931632,-0.436826419260376,0.126,0.182,1,"Rev1","Microglia"
0.00712793404530192,1.1611119865687,0.111,0.066,1,"Cers2","Microglia"
0.0071616656327443,0.482320286284555,0.459,0.403,1,"Snx24","Microglia"
0.00717812960034281,-0.518750554885612,0.074,0.12,1,"Sft2d2","Microglia"
0.00719645720762734,-0.354203356584627,0.116,0.172,1,"Cep152","Microglia"
0.00724303724288373,-0.460337931316127,0.079,0.125,1,"Fbxo28","Microglia"
0.00727749881743033,-0.652951017555076,0.121,0.175,1,"Rufy1","Microglia"
0.00743590226982047,-0.915492898683497,0.069,0.111,1,"Heatr1","Microglia"
0.00747389192836654,-0.334409346857485,0.155,0.219,1,"Zfp106","Microglia"
0.00751208513362198,-0.413795962938015,0.213,0.281,1,"Pik3c2a","Microglia"
0.00753074677025177,-0.304923145032268,0.172,0.238,1,"Nos1ap","Microglia"
0.00759907679403563,1.00636033908267,0.139,0.09,1,"Stim2","Microglia"
0.00761989613032993,-0.477043518996139,0.158,0.217,1,"Exoc2","Microglia"
0.00762982500833246,-0.330804988386142,0.109,0.165,1,"Otulin","Microglia"
0.00763584025093518,-0.623846031221962,0.099,0.149,1,"Eif2s2","Microglia"
0.00769533928967957,-0.325872394076456,0.131,0.189,1,"Emsy","Microglia"
0.00774620224660962,-0.358938603433851,0.162,0.224,1,"Ndfip2","Microglia"
0.00775596010183044,-0.264521918399527,0.21,0.283,1,"Rbm33","Microglia"
0.00777015690175244,-0.83702458255333,0.071,0.113,1,"Prepl","Microglia"
0.00778249606993087,-0.78031682858265,0.076,0.12,1,"Ctnnbl1","Microglia"
0.00778969334180129,-0.363217619527087,0.218,0.285,1,"Hsp90ab1","Microglia"
0.00779742913847678,0.72864775442853,0.279,0.222,1,"Pdia6","Microglia"
0.00783300902244502,-0.491728730447504,0.101,0.153,1,"Sin3a","Microglia"
0.00784294393463539,0.667084595312055,0.309,0.255,1,"Rpl6","Microglia"
0.00785370684047868,-0.555715806428825,0.138,0.193,1,"Gmeb1","Microglia"
0.00795958309789584,-0.367453970014868,0.173,0.236,1,"Ranbp10","Microglia"
0.00798453933410877,0.623609133423353,0.281,0.222,1,"Clic1","Microglia"
0.00799830629317617,-0.556531377419625,0.085,0.132,1,"Vps39","Microglia"
0.00800677887116826,-0.48835249982816,0.114,0.167,1,"Chmp3","Microglia"
0.00803281919068508,1.4512767581333,0.123,0.078,1,"Faim2","Microglia"
0.00805269140424458,-0.718661273841511,0.104,0.153,1,"Pon3","Microglia"
0.00807723480607596,-0.599807422767537,0.072,0.116,1,"Ino80dos","Microglia"
0.00812129828421306,-0.319231691432296,0.266,0.34,1,"Scaf8","Microglia"
0.00814440099812303,-0.697565352517253,0.073,0.116,1,"Nae1","Microglia"
0.00820719629556187,-0.344130395139394,0.247,0.318,1,"Ehmt1","Microglia"
0.00822281847999565,-0.431683520619292,0.19,0.255,1,"Dlc1","Microglia"
0.00824616053849313,0.784255493698954,0.135,0.085,1,"Magt1","Microglia"
0.00826920665712818,-0.438065911000843,0.119,0.172,1,"Camsap2","Microglia"
0.00829496988110289,-0.276365979771493,0.305,0.38,1,"Xiap","Microglia"
0.00833649280373938,0.930808791938896,0.134,0.085,1,"Pkm","Microglia"
0.00841540176140295,0.941757768394055,0.127,0.08,1,"Gabarapl2","Microglia"
0.0084897213229018,-0.787234488404369,0.089,0.134,1,"Skiv2l2","Microglia"
0.00849623836137009,0.549497269148387,0.382,0.33,1,"Pld4","Microglia"
0.00853666030915346,-0.492710376924698,0.098,0.146,1,"Parn","Microglia"
0.00859553148556324,-0.583004932544503,0.065,0.106,1,"Mob1a","Microglia"
0.00860385213409514,1.07836735301939,0.124,0.078,1,"Rpl22l1","Microglia"
0.00866088509667524,0.665617055972991,0.313,0.262,1,"Tecr","Microglia"
0.00870406042720748,-0.441294486421244,0.104,0.156,1,"Cln3","Microglia"
0.0087620168011045,-0.417559835915232,0.083,0.13,1,"Poc1b","Microglia"
0.0087689221433404,-0.811238460186457,0.075,0.118,1,"Mmaa","Microglia"
0.00881655126492395,0.959382247781883,0.149,0.099,1,"Naca","Microglia"
0.00882048684466587,-0.279311066742261,0.15,0.212,1,"Galnt10","Microglia"
0.00887563263887422,-0.465951247625944,0.15,0.208,1,"Mtmr6","Microglia"
0.00887674277108864,-0.671226622124774,0.108,0.158,1,"Safb2","Microglia"
0.0089005179906093,-0.345320292709374,0.138,0.196,1,"Sipa1l3","Microglia"
0.00891870678942238,-0.470956058392893,0.064,0.106,1,"Zc3h3","Microglia"
0.00894126502869605,-0.563047099739171,0.086,0.132,1,"Mapk1ip1","Microglia"
0.00897685624283262,-0.461372434007376,0.072,0.116,1,"Zfp738","Microglia"
0.00901524094526639,-0.296370971896134,0.141,0.2,1,"Nol4l","Microglia"
0.0091757906089409,-0.402759394074173,0.113,0.165,1,"Gm6277","Microglia"
0.00920102351068418,1.08275789405462,0.139,0.092,1,"Scd2","Microglia"
0.00922834057298923,0.729730419272087,0.111,0.066,1,"Alg5","Microglia"
0.00927727426451056,-0.505516608233074,0.104,0.153,1,"Capn7","Microglia"
0.00937284754284612,-0.259019374482645,0.273,0.349,1,"Asph","Microglia"
0.0094755908954306,-0.323611701880594,0.081,0.127,1,"Akirin1","Microglia"
0.00951147374954883,-0.358439817883095,0.083,0.13,1,"Slfn8","Microglia"
0.00954404377409809,-0.404472832284963,0.109,0.16,1,"Pfkfb3","Microglia"
0.00954526771195476,-0.464995206281003,0.133,0.189,1,"Rel","Microglia"
0.00954805501264652,-0.479371496145446,0.229,0.29,1,"Kif13a","Microglia"
0.00959130567543296,-0.687999417958303,0.085,0.13,1,"2610008E11Rik","Microglia"
0.00968342652881546,-0.414873167639896,0.134,0.189,1,"Zfp397","Microglia"
0.00970113476498976,-0.485537761278204,0.063,0.104,1,"Zfp467","Microglia"
0.00975434834541004,-0.252437702490624,0.374,0.462,1,"Kmt2e","Microglia"
0.00979778240596621,0.9418456225436,0.167,0.116,1,"Tspan13","Microglia"
0.00981135948691972,0.791909791576791,0.179,0.127,1,"Txndc15","Microglia"
0.0098472119305946,-0.518305266700084,0.096,0.144,1,"Naxd","Microglia"
0.00985295250805121,-0.808106554160007,0.086,0.13,1,"Gm26835","Microglia"
0.00986743409787222,-0.56614643896092,0.09,0.137,1,"D1Ertd622e","Microglia"
0.00989408907621537,-0.605979502385779,0.083,0.127,1,"Psmd4","Microglia"
0.00992847884880934,-0.479205011198651,0.143,0.198,1,"Ddx3y","Microglia"
0.00997165991751917,-0.440251930464755,0.155,0.217,1,"Acss1","Microglia"
0.0100350633307907,-0.308638919213163,0.32,0.394,1,"Taf15","Microglia"
0.0101631726644585,-0.438196724764305,0.14,0.196,1,"Ythdc1","Microglia"
0.0101830704545459,-0.394790012751464,0.135,0.189,1,"Tmem126a","Microglia"
0.010236521816891,-0.335653333303361,0.273,0.344,1,"Lcp2","Microglia"
0.0102476945553377,0.524868009276546,0.348,0.292,1,"Gnb1","Microglia"
0.0102644390007457,-0.440927214316104,0.114,0.165,1,"Chuk","Microglia"
0.0102690460723835,-0.448214581301958,0.081,0.125,1,"Nfic","Microglia"
0.0104036347161992,-0.552793938547242,0.062,0.101,1,"Qtrt1","Microglia"
0.0104236198424172,-0.354404836159219,0.149,0.205,1,"Zfp445","Microglia"
0.0104622501688227,0.839896464525014,0.113,0.068,1,"Gatad2a","Microglia"
0.0105002920965619,-0.335364021145109,0.148,0.205,1,"Tmem57","Microglia"
0.0105235144445108,-0.507356805814112,0.1,0.149,1,"Zfp260","Microglia"
0.010539150738298,-0.503385640480345,0.113,0.163,1,"Zfp280c","Microglia"
0.0105439876767694,-0.251139350488418,0.155,0.212,1,"Ctps2","Microglia"
0.0105628589149739,-0.318766434208754,0.235,0.304,1,"Zfp182","Microglia"
0.0105798327301869,-0.611827636837305,0.089,0.134,1,"Tom1","Microglia"
0.0105890749407285,-0.29417799285992,0.107,0.158,1,"Stx2","Microglia"
0.0106002932030934,-0.461905482725798,0.115,0.165,1,"Timmdc1","Microglia"
0.0106826433374147,-0.383529794995412,0.067,0.108,1,"Rbm10","Microglia"
0.0107042580856642,0.482974982973852,0.326,0.269,1,"Fndc3b","Microglia"
0.0107356308539109,-0.389672903600852,0.121,0.175,1,"Srbd1","Microglia"
0.0109170601038895,-0.466487926004214,0.115,0.165,1,"Cpsf3","Microglia"
0.0109538338270915,-0.688846561626969,0.09,0.134,1,"Armc9","Microglia"
0.0109867485760327,-0.876632109683213,0.081,0.123,1,"Tmlhe","Microglia"
0.0109879764091405,-0.354351074470129,0.161,0.219,1,"Zfp398","Microglia"
0.01100410773838,-0.303789539585549,0.127,0.184,1,"Akirin2","Microglia"
0.0110323864046088,-0.448330247854666,0.075,0.118,1,"Snx32","Microglia"
0.0110712762023391,0.734269409636783,0.268,0.217,1,"Ctsa","Microglia"
0.0111753829577401,-0.296309123365731,0.118,0.17,1,"Rp9","Microglia"
0.0112110259416386,0.812667946814453,0.118,0.073,1,"Il10rb","Microglia"
0.0113082858201031,0.540927808371098,0.323,0.267,1,"Dennd1b","Microglia"
0.0113090426065409,1.46611377706009,0.125,0.083,1,"Gas6","Microglia"
0.0113744261699226,-0.486745354333503,0.119,0.17,1,"Nhlrc2","Microglia"
0.0113919123070401,-0.330804955348915,0.219,0.285,1,"Snx6","Microglia"
0.0114065951665265,-0.279214188897169,0.076,0.12,1,"Fbxw8","Microglia"
0.0114592175046337,0.892471805353462,0.214,0.163,1,"Atrnl1","Microglia"
0.0114789788957193,-0.357536970334446,0.096,0.144,1,"Ezh1","Microglia"
0.0115930868549159,-0.394283524190966,0.17,0.226,1,"Rsbn1","Microglia"
0.0117064169740929,-0.354874416062408,0.2,0.262,1,"Brwd1","Microglia"
0.0118502875422534,-0.306772034752789,0.223,0.288,1,"Ep400","Microglia"
0.0120923644852437,-0.288650026076577,0.202,0.264,1,"Rlf","Microglia"
0.0121190814907003,0.570533448655315,0.158,0.108,1,"Ccdc107","Microglia"
0.012270875707485,-0.608194354474023,0.065,0.104,1,"Polk","Microglia"
0.0122914523703067,-0.370651240890039,0.132,0.186,1,"Crybb1","Microglia"
0.0123450820675092,-0.497719864738838,0.157,0.212,1,"Myo1b","Microglia"
0.0123518937781372,1.16306606270998,0.104,0.064,1,"Pkib","Microglia"
0.0123935855117497,0.615339828215053,0.232,0.177,1,"Gusb","Microglia"
0.012427980205057,-0.284504308707798,0.271,0.342,1,"Ccny","Microglia"
0.0124416042459202,-0.672408386452881,0.103,0.149,1,"Pkd2","Microglia"
0.0126683024611011,-0.801510142850039,0.071,0.111,1,"Ring1","Microglia"
0.0127113435687689,-0.641933776092346,0.12,0.167,1,"Sqstm1","Microglia"
0.0129050936598829,-0.367517204793631,0.14,0.196,1,"Nf2","Microglia"
0.0129290885417628,-0.630578609929956,0.069,0.108,1,"Eny2","Microglia"
0.0129607314842843,-0.505680509860651,0.122,0.172,1,"Cisd2","Microglia"
0.01305912828265,-0.331761499189849,0.264,0.333,1,"Cebpg","Microglia"
0.0131780965829293,-0.432155396716789,0.153,0.21,1,"Smad4","Microglia"
0.0131789470887213,-0.443708541469359,0.071,0.111,1,"Malsu1","Microglia"
0.0131960406533075,-0.275433927654025,0.182,0.243,1,"Prr14l","Microglia"
